generator,policy,key,data_id,mol_index,source_file,mol_pred,mol_cond,risk_prob,qed,all_core_pass,molecule,posebusters_position,mol_pred_loaded,mol_cond_loaded,sanitization,inchi_convertible,all_atoms_connected,no_radicals,bond_lengths,bond_angles,internal_steric_clash,aromatic_ring_flatness,non-aromatic_ring_non-flatness,double_bond_flatness,protein-ligand_maximum_distance,minimum_distance_to_protein,minimum_distance_to_organic_cofactors,minimum_distance_to_inorganic_cofactors,minimum_distance_to_waters,volume_overlap_with_protein,volume_overlap_with_organic_cofactors,volume_overlap_with_inorganic_cofactors,volume_overlap_with_waters,intramol_pass,protein_pass,dock_pose_pass,source,generated_scaffold,pocket_path_rel,protein_tag,protein_family,protein_unseen_train,family_unseen_train,native_scaffold,native_scaffold_unseen_train,generated_scaffold_unseen_train,family_and_generated_scaffold_unseen,family_and_native_scaffold_unseen,protein_family_or_scaffold_unseen,risk_gt_0_5
PocketFlow,pb_rc_select,4ja8_B_rec_4ja8_1k9_lig_tt_docked_0_pocket10_4ja8_B_rec_4ja8_1k9_lig_tt_docked_0,49,3,results/pocketflow_crossdock_n16/4ja8_B_rec_4ja8_1k9_lig_tt_docked_0_pocket10_4ja8_B_rec_4ja8_1k9_lig_tt_docked_0_gen.sdf,results/pocketflow_crossdock_n16_dockfast_selection/extracted/pb_rc_select/data049_pb_rc_select_m003.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/IDHP_HUMAN_40_452_0/4ja8_B_rec_4ja8_1k9_lig_tt_docked_0_pocket10.pdb,0.4780874024445453,0.6736372035563046,True,4ja8_B_rec_4ja8_1k9_lig_tt_docked_0_pocket10_4ja8_B_rec_4ja8_1k9_lig_tt_docked_0_gen__mol003,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,PocketFlow,c1ccc2c(c1)COc1ccccc1-2,IDHP_HUMAN_40_452_0/4ja8_B_rec_4ja8_1k9_lig_tt_docked_0_pocket10.pdb,IDHP_HUMAN,IDHP,True,True,O=C(Nc1ccccc1)Nc1cc(S(=O)(=O)NC2CC2)ccc1-c1ccsc1,True,True,True,True,True,False
PocketFlow,pb_rc_select,4ja8_B_rec_4ja8_1k9_lig_tt_docked_0_pocket10_4ja8_B_rec_4ja8_1k9_lig_tt_docked_0,49,14,results/pocketflow_crossdock_n16/4ja8_B_rec_4ja8_1k9_lig_tt_docked_0_pocket10_4ja8_B_rec_4ja8_1k9_lig_tt_docked_0_gen.sdf,results/pocketflow_crossdock_n16_dockfast_selection/extracted/pb_rc_select/data049_pb_rc_select_m014.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/IDHP_HUMAN_40_452_0/4ja8_B_rec_4ja8_1k9_lig_tt_docked_0_pocket10.pdb,0.4524530809996553,0.5922527708914642,True,4ja8_B_rec_4ja8_1k9_lig_tt_docked_0_pocket10_4ja8_B_rec_4ja8_1k9_lig_tt_docked_0_gen__mol014,0,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,PocketFlow,C(=Cc1ccccc1)c1ccccc1,IDHP_HUMAN_40_452_0/4ja8_B_rec_4ja8_1k9_lig_tt_docked_0_pocket10.pdb,IDHP_HUMAN,IDHP,True,True,O=C(Nc1ccccc1)Nc1cc(S(=O)(=O)NC2CC2)ccc1-c1ccsc1,True,False,False,True,True,False
PocketFlow,pb_rc_select,4kcq_A_rec_4cwv_hw8_lig_tt_min_0_pocket10_4kcq_A_rec_4cwv_hw8_lig_tt_min_0,57,11,results/pocketflow_crossdock_n16/4kcq_A_rec_4cwv_hw8_lig_tt_min_0_pocket10_4kcq_A_rec_4cwv_hw8_lig_tt_min_0_gen.sdf,results/pocketflow_crossdock_n16_dockfast_selection/extracted/pb_rc_select/data057_pb_rc_select_m011.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/NOS3_HUMAN_65_480_0/4kcq_A_rec_4cwv_hw8_lig_tt_min_0_pocket10.pdb,0.4559730769610575,0.8078256182582211,True,4kcq_A_rec_4cwv_hw8_lig_tt_min_0_pocket10_4kcq_A_rec_4cwv_hw8_lig_tt_min_0_gen__mol011,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,PocketFlow,c1ccccc1,NOS3_HUMAN_65_480_0/4kcq_A_rec_4cwv_hw8_lig_tt_min_0_pocket10.pdb,NOS3_HUMAN,NOS3,True,True,c1ccc(CCCCCOC2CNCC2Cc2ccccn2)nc1,True,False,False,True,True,False
PocketFlow,pb_rc_select,4kcq_A_rec_4cwv_hw8_lig_tt_min_0_pocket10_4kcq_A_rec_4cwv_hw8_lig_tt_min_0,57,0,results/pocketflow_crossdock_n16/4kcq_A_rec_4cwv_hw8_lig_tt_min_0_pocket10_4kcq_A_rec_4cwv_hw8_lig_tt_min_0_gen.sdf,results/pocketflow_crossdock_n16_dockfast_selection/extracted/pb_rc_select/data057_pb_rc_select_m000.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/NOS3_HUMAN_65_480_0/4kcq_A_rec_4cwv_hw8_lig_tt_min_0_pocket10.pdb,0.8100479131164942,0.7471885957380309,True,4kcq_A_rec_4cwv_hw8_lig_tt_min_0_pocket10_4kcq_A_rec_4cwv_hw8_lig_tt_min_0_gen__mol000,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,PocketFlow,c1ccc(Oc2ccc(-c3ccccc3)cc2)cc1,NOS3_HUMAN_65_480_0/4kcq_A_rec_4cwv_hw8_lig_tt_min_0_pocket10.pdb,NOS3_HUMAN,NOS3,True,True,c1ccc(CCCCCOC2CNCC2Cc2ccccn2)nc1,True,True,True,True,True,True
PocketFlow,pb_rc_select,4kcq_A_rec_4cwv_hw8_lig_tt_min_0_pocket10_4kcq_A_rec_4cwv_hw8_lig_tt_min_0,57,8,results/pocketflow_crossdock_n16/4kcq_A_rec_4cwv_hw8_lig_tt_min_0_pocket10_4kcq_A_rec_4cwv_hw8_lig_tt_min_0_gen.sdf,results/pocketflow_crossdock_n16_dockfast_selection/extracted/pb_rc_select/data057_pb_rc_select_m008.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/NOS3_HUMAN_65_480_0/4kcq_A_rec_4cwv_hw8_lig_tt_min_0_pocket10.pdb,0.998147939059924,0.8603329129733761,True,4kcq_A_rec_4cwv_hw8_lig_tt_min_0_pocket10_4kcq_A_rec_4cwv_hw8_lig_tt_min_0_gen__mol008,0,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,PocketFlow,c1ccc(N2CCCCC2)cc1,NOS3_HUMAN_65_480_0/4kcq_A_rec_4cwv_hw8_lig_tt_min_0_pocket10.pdb,NOS3_HUMAN,NOS3,True,True,c1ccc(CCCCCOC2CNCC2Cc2ccccn2)nc1,True,False,False,True,True,True
PocketFlow,pb_rc_select,4kcq_A_rec_4cwv_hw8_lig_tt_min_0_pocket10_4kcq_A_rec_4cwv_hw8_lig_tt_min_0,57,6,results/pocketflow_crossdock_n16/4kcq_A_rec_4cwv_hw8_lig_tt_min_0_pocket10_4kcq_A_rec_4cwv_hw8_lig_tt_min_0_gen.sdf,results/pocketflow_crossdock_n16_dockfast_selection/extracted/pb_rc_select/data057_pb_rc_select_m006.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/NOS3_HUMAN_65_480_0/4kcq_A_rec_4cwv_hw8_lig_tt_min_0_pocket10.pdb,0.982569729094081,0.8397153587602709,True,4kcq_A_rec_4cwv_hw8_lig_tt_min_0_pocket10_4kcq_A_rec_4cwv_hw8_lig_tt_min_0_gen__mol006,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,PocketFlow,O=C1c2ccccc2CC2=CC=CC=CC12,NOS3_HUMAN_65_480_0/4kcq_A_rec_4cwv_hw8_lig_tt_min_0_pocket10.pdb,NOS3_HUMAN,NOS3,True,True,c1ccc(CCCCCOC2CNCC2Cc2ccccn2)nc1,True,True,True,True,True,True
PocketFlow,pb_rc_select,4keu_A_rec_4ket_pg4_lig_tt_min_0_pocket10_4keu_A_rec_4ket_pg4_lig_tt_min_0,27,4,results/pocketflow_crossdock_n16/4keu_A_rec_4ket_pg4_lig_tt_min_0_pocket10_4keu_A_rec_4ket_pg4_lig_tt_min_0_gen.sdf,results/pocketflow_crossdock_n16_dockfast_selection/extracted/pb_rc_select/data027_pb_rc_select_m004.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/PHP_SULSO_1_314_0/4keu_A_rec_4ket_pg4_lig_tt_min_0_pocket10.pdb,0.2755464281400743,0.6507404139720367,True,4keu_A_rec_4ket_pg4_lig_tt_min_0_pocket10_4keu_A_rec_4ket_pg4_lig_tt_min_0_gen__mol004,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,PocketFlow,c1ccc(-c2cccc(CCC3CCCCC3)c2)cc1,PHP_SULSO_1_314_0/4keu_A_rec_4ket_pg4_lig_tt_min_0_pocket10.pdb,PHP_SULSO,PHP,True,True,OCCOCCOCCOCCO,False,True,True,False,True,False
PocketFlow,pb_rc_select,4keu_A_rec_4ket_pg4_lig_tt_min_0_pocket10_4keu_A_rec_4ket_pg4_lig_tt_min_0,27,8,results/pocketflow_crossdock_n16/4keu_A_rec_4ket_pg4_lig_tt_min_0_pocket10_4keu_A_rec_4ket_pg4_lig_tt_min_0_gen.sdf,results/pocketflow_crossdock_n16_dockfast_selection/extracted/pb_rc_select/data027_pb_rc_select_m008.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/PHP_SULSO_1_314_0/4keu_A_rec_4ket_pg4_lig_tt_min_0_pocket10.pdb,0.2172301969445098,0.2305873301708237,True,4keu_A_rec_4ket_pg4_lig_tt_min_0_pocket10_4keu_A_rec_4ket_pg4_lig_tt_min_0_gen__mol008,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,PocketFlow,CCCCCCCC=CCCCCCC(C)C=C=O,PHP_SULSO_1_314_0/4keu_A_rec_4ket_pg4_lig_tt_min_0_pocket10.pdb,PHP_SULSO,PHP,True,True,OCCOCCOCCOCCO,False,True,True,False,True,False
PocketFlow,pb_rc_select,4keu_A_rec_4ket_pg4_lig_tt_min_0_pocket10_4keu_A_rec_4ket_pg4_lig_tt_min_0,27,15,results/pocketflow_crossdock_n16/4keu_A_rec_4ket_pg4_lig_tt_min_0_pocket10_4keu_A_rec_4ket_pg4_lig_tt_min_0_gen.sdf,results/pocketflow_crossdock_n16_dockfast_selection/extracted/pb_rc_select/data027_pb_rc_select_m015.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/PHP_SULSO_1_314_0/4keu_A_rec_4ket_pg4_lig_tt_min_0_pocket10.pdb,0.4714124831565238,0.5563304552618336,True,4keu_A_rec_4ket_pg4_lig_tt_min_0_pocket10_4keu_A_rec_4ket_pg4_lig_tt_min_0_gen__mol015,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,PocketFlow,O=C(c1ccc2ccccc2c1)n1ccc(COc2ccccc2)c1,PHP_SULSO_1_314_0/4keu_A_rec_4ket_pg4_lig_tt_min_0_pocket10.pdb,PHP_SULSO,PHP,True,True,OCCOCCOCCOCCO,False,True,True,False,True,False
PocketFlow,pb_rc_select,4keu_A_rec_4ket_pg4_lig_tt_min_0_pocket10_4keu_A_rec_4ket_pg4_lig_tt_min_0,27,1,results/pocketflow_crossdock_n16/4keu_A_rec_4ket_pg4_lig_tt_min_0_pocket10_4keu_A_rec_4ket_pg4_lig_tt_min_0_gen.sdf,results/pocketflow_crossdock_n16_dockfast_selection/extracted/pb_rc_select/data027_pb_rc_select_m001.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/PHP_SULSO_1_314_0/4keu_A_rec_4ket_pg4_lig_tt_min_0_pocket10.pdb,0.9654903755343008,0.8047468514889748,True,4keu_A_rec_4ket_pg4_lig_tt_min_0_pocket10_4keu_A_rec_4ket_pg4_lig_tt_min_0_gen__mol001,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,PocketFlow,c1ccc(-c2ccccc2)cc1,PHP_SULSO_1_314_0/4keu_A_rec_4ket_pg4_lig_tt_min_0_pocket10.pdb,PHP_SULSO,PHP,True,True,OCCOCCOCCOCCO,False,False,False,False,True,True
PocketFlow,pb_rc_select,4lfu_A_rec_4y13_480_lig_tt_min_0_pocket10_4lfu_A_rec_4y13_480_lig_tt_min_0,39,10,results/pocketflow_crossdock_n16/4lfu_A_rec_4y13_480_lig_tt_min_0_pocket10_4lfu_A_rec_4y13_480_lig_tt_min_0_gen.sdf,results/pocketflow_crossdock_n16_dockfast_selection/extracted/pb_rc_select/data039_pb_rc_select_m010.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/SDIA_ECOLI_1_171_0/4lfu_A_rec_4y13_480_lig_tt_min_0_pocket10.pdb,0.0366879632584232,0.6464037102712145,True,4lfu_A_rec_4y13_480_lig_tt_min_0_pocket10_4lfu_A_rec_4y13_480_lig_tt_min_0_gen__mol010,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,PocketFlow,c1ccc2ccccc2c1,SDIA_ECOLI_1_171_0/4lfu_A_rec_4y13_480_lig_tt_min_0_pocket10.pdb,SDIA_ECOLI,SDIA,True,True,CCCCCCCC(=O)OC[C@@H](O)CO,True,False,False,True,True,False
PocketFlow,pb_rc_select,4lfu_A_rec_4y13_480_lig_tt_min_0_pocket10_4lfu_A_rec_4y13_480_lig_tt_min_0,39,9,results/pocketflow_crossdock_n16/4lfu_A_rec_4y13_480_lig_tt_min_0_pocket10_4lfu_A_rec_4y13_480_lig_tt_min_0_gen.sdf,results/pocketflow_crossdock_n16_dockfast_selection/extracted/pb_rc_select/data039_pb_rc_select_m009.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/SDIA_ECOLI_1_171_0/4lfu_A_rec_4y13_480_lig_tt_min_0_pocket10.pdb,0.0112288399571898,0.6115631438309265,True,4lfu_A_rec_4y13_480_lig_tt_min_0_pocket10_4lfu_A_rec_4y13_480_lig_tt_min_0_gen__mol009,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,PocketFlow,c1ccc(Cc2cccc(-c3ccccc3)c2)cc1,SDIA_ECOLI_1_171_0/4lfu_A_rec_4y13_480_lig_tt_min_0_pocket10.pdb,SDIA_ECOLI,SDIA,True,True,CCCCCCCC(=O)OC[C@@H](O)CO,True,False,False,True,True,False
PocketFlow,pb_rc_select,4lfu_A_rec_4y13_480_lig_tt_min_0_pocket10_4lfu_A_rec_4y13_480_lig_tt_min_0,39,13,results/pocketflow_crossdock_n16/4lfu_A_rec_4y13_480_lig_tt_min_0_pocket10_4lfu_A_rec_4y13_480_lig_tt_min_0_gen.sdf,results/pocketflow_crossdock_n16_dockfast_selection/extracted/pb_rc_select/data039_pb_rc_select_m013.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/SDIA_ECOLI_1_171_0/4lfu_A_rec_4y13_480_lig_tt_min_0_pocket10.pdb,0.0796797281625257,0.5905018880213778,True,4lfu_A_rec_4y13_480_lig_tt_min_0_pocket10_4lfu_A_rec_4y13_480_lig_tt_min_0_gen__mol013,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,PocketFlow,c1ccc(-c2ccccc2)cc1,SDIA_ECOLI_1_171_0/4lfu_A_rec_4y13_480_lig_tt_min_0_pocket10.pdb,SDIA_ECOLI,SDIA,True,True,CCCCCCCC(=O)OC[C@@H](O)CO,True,False,False,True,True,False
PocketFlow,pb_rc_select,4lfu_A_rec_4y13_480_lig_tt_min_0_pocket10_4lfu_A_rec_4y13_480_lig_tt_min_0,39,4,results/pocketflow_crossdock_n16/4lfu_A_rec_4y13_480_lig_tt_min_0_pocket10_4lfu_A_rec_4y13_480_lig_tt_min_0_gen.sdf,results/pocketflow_crossdock_n16_dockfast_selection/extracted/pb_rc_select/data039_pb_rc_select_m004.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/SDIA_ECOLI_1_171_0/4lfu_A_rec_4y13_480_lig_tt_min_0_pocket10.pdb,0.0402247424806735,0.584085340857328,True,4lfu_A_rec_4y13_480_lig_tt_min_0_pocket10_4lfu_A_rec_4y13_480_lig_tt_min_0_gen__mol004,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,PocketFlow,C1=CC(=Cc2ccccc2)CC1,SDIA_ECOLI_1_171_0/4lfu_A_rec_4y13_480_lig_tt_min_0_pocket10.pdb,SDIA_ECOLI,SDIA,True,True,CCCCCCCC(=O)OC[C@@H](O)CO,True,True,True,True,True,False
PocketFlow,pb_rc_select,4m7t_A_rec_4m7t_sam_lig_tt_min_0_pocket10_4m7t_A_rec_4m7t_sam_lig_tt_min_0,85,4,results/pocketflow_crossdock_n16/4m7t_A_rec_4m7t_sam_lig_tt_min_0_pocket10_4m7t_A_rec_4m7t_sam_lig_tt_min_0_gen.sdf,results/pocketflow_crossdock_n16_dockfast_selection/extracted/pb_rc_select/data085_pb_rc_select_m004.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/BTRN_BACCI_2_250_0/4m7t_A_rec_4m7t_sam_lig_tt_min_0_pocket10.pdb,0.2815392411237408,0.694361977449326,True,4m7t_A_rec_4m7t_sam_lig_tt_min_0_pocket10_4m7t_A_rec_4m7t_sam_lig_tt_min_0_gen__mol004,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,PocketFlow,O=C1CCCCC1,BTRN_BACCI_2_250_0/4m7t_A_rec_4m7t_sam_lig_tt_min_0_pocket10.pdb,BTRN_BACCI,BTRN,True,True,c1ncc2ncn(C3CCCO3)c2n1,False,False,False,False,True,False
PocketFlow,pb_rc_select,4m7t_A_rec_4m7t_sam_lig_tt_min_0_pocket10_4m7t_A_rec_4m7t_sam_lig_tt_min_0,85,5,results/pocketflow_crossdock_n16/4m7t_A_rec_4m7t_sam_lig_tt_min_0_pocket10_4m7t_A_rec_4m7t_sam_lig_tt_min_0_gen.sdf,results/pocketflow_crossdock_n16_dockfast_selection/extracted/pb_rc_select/data085_pb_rc_select_m005.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/BTRN_BACCI_2_250_0/4m7t_A_rec_4m7t_sam_lig_tt_min_0_pocket10.pdb,0.221757663748922,0.2556586565660926,True,4m7t_A_rec_4m7t_sam_lig_tt_min_0_pocket10_4m7t_A_rec_4m7t_sam_lig_tt_min_0_gen__mol005,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,PocketFlow,C(=Cc1cccc(-c2ccccc2-c2ccccc2)c1)CNc1ccccc1,BTRN_BACCI_2_250_0/4m7t_A_rec_4m7t_sam_lig_tt_min_0_pocket10.pdb,BTRN_BACCI,BTRN,True,True,c1ncc2ncn(C3CCCO3)c2n1,False,True,True,False,True,False
PocketFlow,pb_rc_select,4m7t_A_rec_4m7t_sam_lig_tt_min_0_pocket10_4m7t_A_rec_4m7t_sam_lig_tt_min_0,85,3,results/pocketflow_crossdock_n16/4m7t_A_rec_4m7t_sam_lig_tt_min_0_pocket10_4m7t_A_rec_4m7t_sam_lig_tt_min_0_gen.sdf,results/pocketflow_crossdock_n16_dockfast_selection/extracted/pb_rc_select/data085_pb_rc_select_m003.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/BTRN_BACCI_2_250_0/4m7t_A_rec_4m7t_sam_lig_tt_min_0_pocket10.pdb,0.4039297329349969,0.4666874759888386,True,4m7t_A_rec_4m7t_sam_lig_tt_min_0_pocket10_4m7t_A_rec_4m7t_sam_lig_tt_min_0_gen__mol003,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,PocketFlow,C(=CCc1ccccc1)COCc1ccccc1,BTRN_BACCI_2_250_0/4m7t_A_rec_4m7t_sam_lig_tt_min_0_pocket10.pdb,BTRN_BACCI,BTRN,True,True,c1ncc2ncn(C3CCCO3)c2n1,False,True,True,False,True,False
PocketFlow,pb_rc_select,4m7t_A_rec_4m7t_sam_lig_tt_min_0_pocket10_4m7t_A_rec_4m7t_sam_lig_tt_min_0,85,12,results/pocketflow_crossdock_n16/4m7t_A_rec_4m7t_sam_lig_tt_min_0_pocket10_4m7t_A_rec_4m7t_sam_lig_tt_min_0_gen.sdf,results/pocketflow_crossdock_n16_dockfast_selection/extracted/pb_rc_select/data085_pb_rc_select_m012.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/BTRN_BACCI_2_250_0/4m7t_A_rec_4m7t_sam_lig_tt_min_0_pocket10.pdb,0.895493660208164,0.8630150526713366,True,4m7t_A_rec_4m7t_sam_lig_tt_min_0_pocket10_4m7t_A_rec_4m7t_sam_lig_tt_min_0_gen__mol012,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,PocketFlow,C1=Cc2cccc3cccc(c23)O1,BTRN_BACCI_2_250_0/4m7t_A_rec_4m7t_sam_lig_tt_min_0_pocket10.pdb,BTRN_BACCI,BTRN,True,True,c1ncc2ncn(C3CCCO3)c2n1,False,True,True,False,True,True
PocketFlow,pb_rc_select,4p6p_A_rec_4p77_5rp_lig_tt_docked_0_pocket10_4p6p_A_rec_4p77_5rp_lig_tt_docked_0,35,13,results/pocketflow_crossdock_n16/4p6p_A_rec_4p77_5rp_lig_tt_docked_0_pocket10_4p6p_A_rec_4p77_5rp_lig_tt_docked_0_gen.sdf,results/pocketflow_crossdock_n16_dockfast_selection/extracted/pb_rc_select/data035_pb_rc_select_m013.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/RIBB_VIBCH_2_218_0/4p6p_A_rec_4p77_5rp_lig_tt_docked_0_pocket10.pdb,0.0872461552202955,0.7383122299901613,True,4p6p_A_rec_4p77_5rp_lig_tt_docked_0_pocket10_4p6p_A_rec_4p77_5rp_lig_tt_docked_0_gen__mol013,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,PocketFlow,c1ccccc1,RIBB_VIBCH_2_218_0/4p6p_A_rec_4p77_5rp_lig_tt_docked_0_pocket10.pdb,RIBB_VIBCH,RIBB,True,True,O=C(CO)[C@H](O)[C@H](O)COP(=O)(O)O,False,False,False,False,True,False
PocketFlow,pb_rc_select,4p6p_A_rec_4p77_5rp_lig_tt_docked_0_pocket10_4p6p_A_rec_4p77_5rp_lig_tt_docked_0,35,10,results/pocketflow_crossdock_n16/4p6p_A_rec_4p77_5rp_lig_tt_docked_0_pocket10_4p6p_A_rec_4p77_5rp_lig_tt_docked_0_gen.sdf,results/pocketflow_crossdock_n16_dockfast_selection/extracted/pb_rc_select/data035_pb_rc_select_m010.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/RIBB_VIBCH_2_218_0/4p6p_A_rec_4p77_5rp_lig_tt_docked_0_pocket10.pdb,0.0197156455566458,0.4946827535842265,True,4p6p_A_rec_4p77_5rp_lig_tt_docked_0_pocket10_4p6p_A_rec_4p77_5rp_lig_tt_docked_0_gen__mol010,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,PocketFlow,O=C1CCCCN1,RIBB_VIBCH_2_218_0/4p6p_A_rec_4p77_5rp_lig_tt_docked_0_pocket10.pdb,RIBB_VIBCH,RIBB,True,True,O=C(CO)[C@H](O)[C@H](O)COP(=O)(O)O,False,False,False,False,True,False
PocketFlow,pb_rc_select,4p6p_A_rec_4p77_5rp_lig_tt_docked_0_pocket10_4p6p_A_rec_4p77_5rp_lig_tt_docked_0,35,1,results/pocketflow_crossdock_n16/4p6p_A_rec_4p77_5rp_lig_tt_docked_0_pocket10_4p6p_A_rec_4p77_5rp_lig_tt_docked_0_gen.sdf,results/pocketflow_crossdock_n16_dockfast_selection/extracted/pb_rc_select/data035_pb_rc_select_m001.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/RIBB_VIBCH_2_218_0/4p6p_A_rec_4p77_5rp_lig_tt_docked_0_pocket10.pdb,0.0289459081640056,0.2905303161627256,True,4p6p_A_rec_4p77_5rp_lig_tt_docked_0_pocket10_4p6p_A_rec_4p77_5rp_lig_tt_docked_0_gen__mol001,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,PocketFlow,NC(O)=C=O,RIBB_VIBCH_2_218_0/4p6p_A_rec_4p77_5rp_lig_tt_docked_0_pocket10.pdb,RIBB_VIBCH,RIBB,True,True,O=C(CO)[C@H](O)[C@H](O)COP(=O)(O)O,False,True,True,False,True,False
PocketFlow,pb_rc_select,4p6p_A_rec_4p77_5rp_lig_tt_docked_0_pocket10_4p6p_A_rec_4p77_5rp_lig_tt_docked_0,35,8,results/pocketflow_crossdock_n16/4p6p_A_rec_4p77_5rp_lig_tt_docked_0_pocket10_4p6p_A_rec_4p77_5rp_lig_tt_docked_0_gen.sdf,results/pocketflow_crossdock_n16_dockfast_selection/extracted/pb_rc_select/data035_pb_rc_select_m008.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/RIBB_VIBCH_2_218_0/4p6p_A_rec_4p77_5rp_lig_tt_docked_0_pocket10.pdb,0.3569774610662052,0.7207704938529313,True,4p6p_A_rec_4p77_5rp_lig_tt_docked_0_pocket10_4p6p_A_rec_4p77_5rp_lig_tt_docked_0_gen__mol008,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,PocketFlow,C1CCCC1,RIBB_VIBCH_2_218_0/4p6p_A_rec_4p77_5rp_lig_tt_docked_0_pocket10.pdb,RIBB_VIBCH,RIBB,True,True,O=C(CO)[C@H](O)[C@H](O)COP(=O)(O)O,False,False,False,False,True,False
PocketFlow,pb_rc_select,4pxz_A_rec_4pxz_6ad_lig_tt_min_0_pocket10_4pxz_A_rec_4pxz_6ad_lig_tt_min_0,60,3,results/pocketflow_crossdock_n16/4pxz_A_rec_4pxz_6ad_lig_tt_min_0_pocket10_4pxz_A_rec_4pxz_6ad_lig_tt_min_0_gen.sdf,results/pocketflow_crossdock_n16_dockfast_selection/extracted/pb_rc_select/data060_pb_rc_select_m003.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/P2Y12_HUMAN_1_342_0/4pxz_A_rec_4pxz_6ad_lig_tt_min_0_pocket10.pdb,0.0616220014456173,0.7316301165174736,True,4pxz_A_rec_4pxz_6ad_lig_tt_min_0_pocket10_4pxz_A_rec_4pxz_6ad_lig_tt_min_0_gen__mol003,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,PocketFlow,c1ccccc1,P2Y12_HUMAN_1_342_0/4pxz_A_rec_4pxz_6ad_lig_tt_min_0_pocket10.pdb,P2Y12_HUMAN,P2Y12,True,True,c1ncc2ncn(C3CCCO3)c2n1,False,False,False,False,True,False
